age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,previous,target,pdays_contacted
70,retired,married,primary,no,579,no,no,cellular,feb,82,2,1,0,contacted
37,technician,divorced,tertiary,no,39,no,no,cellular,aug,74,3,0,0,never
43,management,married,tertiary,no,1712,yes,no,cellular,may,254,11,0,0,never
43,technician,single,secondary,no,0,yes,no,,may,37,3,0,0,never
59,management,married,secondary,no,32,no,no,telephone,jul,121,1,0,0,never
32,admin.,divorced,secondary,no,-241,no,yes,,jun,856,2,0,1,never
58,technician,married,secondary,no,385,no,no,cellular,aug,64,1,0,0,never
30,services,married,secondary,no,586,yes,no,,may,187,4,0,0,never
39,technician,married,secondary,no,603,no,yes,cellular,apr,214,1,0,1,never
27,,single,tertiary,no,6421,no,no,telephone,jan,147,4,0,0,never
22,student,single,secondary,no,381,no,no,cellular,feb,227,1,0,1,never
40,blue-collar,married,primary,yes,-509,yes,no,,may,298,1,0,0,never
35,technician,single,tertiary,no,2277,no,yes,cellular,aug,55,2,0,0,never
46,blue-collar,married,secondary,no,922,yes,no,telephone,jul,576,1,0,1,never
36,unemployed,married,secondary,no,1453,no,no,,jun,386,1,0,0,never
37,admin.,single,secondary,no,-117,no,yes,cellular,jul,106,1,0,0,never
32,technician,single,secondary,no,230,yes,no,cellular,aug,256,8,0,0,never
28,management,single,tertiary,no,207,no,no,cellular,aug,129,1,4,0,contacted
45,technician,single,secondary,no,-55,no,no,cellular,jul,124,1,0,0,never
57,retired,married,tertiary,no,138,no,no,,may,157,5,0,0,never
34,admin.,married,secondary,no,-549,yes,yes,,may,405,1,0,0,never
45,technician,married,tertiary,no,285,no,no,cellular,aug,202,7,0,0,never
40,management,married,tertiary,no,185,no,no,cellular,aug,310,2,0,0,never
44,technician,single,tertiary,no,678,no,no,cellular,feb,111,1,2,0,contacted
31,technician,single,tertiary,no,3729,yes,no,cellular,feb,176,2,10,0,contacted
41,unemployed,married,secondary,no,0,yes,yes,telephone,apr,89,12,0,0,never
44,blue-collar,married,primary,no,753,yes,no,,may,151,2,0,0,never
50,admin.,married,secondary,no,219,yes,no,cellular,jul,419,7,0,0,never
40,management,married,tertiary,no,211,yes,no,,may,137,3,0,0,never
45,technician,married,tertiary,no,548,no,no,cellular,aug,108,4,0,0,never
65,retired,married,tertiary,no,162,no,no,cellular,feb,141,2,0,0,never
49,blue-collar,married,secondary,no,30,yes,no,,may,135,4,0,0,never
32,services,married,secondary,no,364,yes,no,,may,466,1,0,0,never
51,technician,married,secondary,no,330,yes,no,,may,72,4,0,0,never
32,blue-collar,single,secondary,no,476,yes,yes,,may,503,2,0,0,never
46,admin.,married,secondary,no,179,yes,no,cellular,jan,194,4,1,0,contacted
35,management,divorced,tertiary,no,500,yes,no,cellular,feb,177,1,1,0,contacted
47,blue-collar,married,primary,no,117,yes,no,,may,113,2,0,0,never
59,blue-collar,married,secondary,no,12928,no,no,cellular,aug,66,2,0,0,never
42,technician,married,secondary,no,-113,yes,yes,cellular,jul,32,5,0,0,never
34,technician,single,secondary,no,302,yes,no,,may,282,1,0,0,never
29,services,married,secondary,no,-597,no,no,cellular,jul,500,2,0,0,never
36,technician,divorced,secondary,no,487,no,yes,cellular,aug,268,3,0,0,never
45,blue-collar,married,primary,no,0,no,no,cellular,aug,454,2,0,0,never
40,management,married,tertiary,no,0,no,no,cellular,aug,261,7,0,0,never
31,services,married,secondary,no,-163,yes,no,cellular,apr,135,1,2,0,contacted
32,blue-collar,married,secondary,no,305,yes,no,cellular,nov,73,1,0,0,never
40,blue-collar,married,primary,no,743,no,no,,jun,18,2,0,0,never
52,management,married,tertiary,no,-11,yes,no,cellular,may,94,4,0,0,never
48,management,single,tertiary,no,86,no,no,cellular,jun,281,3,6,1,contacted
53,retired,married,tertiary,no,7132,no,no,cellular,aug,88,2,0,0,never
37,management,married,tertiary,no,393,yes,no,cellular,may,567,3,4,1,contacted
27,services,single,secondary,no,4923,yes,no,,may,57,7,0,0,never
46,technician,married,secondary,no,218,no,no,cellular,jul,41,1,0,0,never
37,management,married,secondary,no,222,yes,no,cellular,apr,115,2,0,0,never
37,blue-collar,married,primary,no,5,yes,no,,may,266,2,0,0,never
39,unemployed,married,tertiary,no,1108,yes,no,cellular,nov,191,2,0,0,never
44,management,divorced,tertiary,no,0,no,no,cellular,aug,70,10,0,0,never
33,services,married,secondary,no,184,yes,no,,may,109,4,0,0,never
49,technician,married,secondary,no,1684,no,yes,cellular,jun,412,2,0,1,never
47,blue-collar,married,primary,no,-290,yes,no,cellular,may,495,1,0,0,never
35,technician,married,tertiary,no,328,yes,no,cellular,jul,654,2,0,1,never
31,entrepreneur,single,tertiary,no,95,no,no,cellular,aug,51,5,0,0,never
40,services,married,secondary,no,56,yes,no,cellular,may,700,3,0,0,never
60,retired,divorced,tertiary,no,468,no,no,cellular,jul,108,2,0,0,never
60,retired,married,,no,963,no,no,cellular,aug,148,10,0,0,never
58,technician,married,secondary,no,2073,no,no,,jun,393,3,0,0,never
52,management,married,tertiary,no,0,yes,no,cellular,jul,161,6,0,0,never
51,blue-collar,married,secondary,no,145,no,yes,cellular,jul,313,1,0,0,never
49,admin.,divorced,secondary,no,1718,no,yes,cellular,aug,211,1,0,1,never
36,technician,married,secondary,no,24,yes,no,cellular,nov,59,1,0,0,never
28,management,single,tertiary,no,1086,yes,no,,may,128,2,0,0,never
38,technician,married,tertiary,no,-1350,yes,yes,,may,96,4,0,0,never
37,services,married,secondary,no,345,yes,yes,cellular,apr,114,1,1,0,contacted
31,blue-collar,single,secondary,no,1358,yes,yes,,may,339,2,0,0,never
41,blue-collar,married,secondary,no,-664,yes,yes,cellular,may,185,4,0,0,never
44,blue-collar,single,primary,no,343,yes,yes,cellular,may,19,7,0,0,never
48,services,married,secondary,no,51,yes,yes,cellular,feb,90,1,1,0,contacted
43,management,married,tertiary,no,1684,yes,no,cellular,nov,435,4,0,0,never
38,admin.,married,,no,4583,yes,no,cellular,nov,191,2,0,0,never
46,management,married,tertiary,no,1008,no,no,cellular,aug,24,13,0,0,never
34,management,married,tertiary,no,1262,no,no,cellular,aug,478,1,0,0,never
46,,married,tertiary,no,8564,no,no,cellular,aug,397,2,1,0,contacted
33,services,married,secondary,no,4789,yes,yes,cellular,may,220,1,4,0,contacted
53,services,married,secondary,no,1461,no,no,cellular,aug,262,6,0,0,never
55,retired,married,secondary,no,785,yes,no,cellular,may,47,1,2,0,contacted
40,services,married,,no,4075,yes,no,,jun,162,3,0,0,never
51,management,divorced,tertiary,no,119,no,no,,jun,112,2,0,0,never
29,blue-collar,married,secondary,no,313,yes,no,cellular,apr,172,2,3,0,contacted
48,management,married,tertiary,no,0,yes,no,cellular,may,85,1,5,0,contacted
52,blue-collar,married,primary,no,994,no,no,cellular,aug,109,2,0,0,never
22,student,single,secondary,no,722,yes,no,cellular,apr,108,1,0,0,never
49,admin.,married,secondary,no,381,no,no,cellular,aug,504,2,0,0,never
26,technician,single,tertiary,no,77,yes,no,,may,125,2,0,0,never
27,services,single,secondary,no,266,no,yes,cellular,jul,232,1,0,0,never
39,management,married,tertiary,no,1802,no,no,cellular,jan,129,2,2,0,contacted
48,technician,married,tertiary,no,348,no,no,cellular,aug,159,4,0,0,never
54,management,married,tertiary,no,511,no,no,cellular,may,264,2,3,0,contacted
47,blue-collar,married,primary,no,468,no,no,cellular,aug,381,7,0,0,never
51,housemaid,married,primary,no,137,no,no,cellular,aug,169,2,0,0,never
42,blue-collar,married,primary,no,692,no,yes,,jun,207,1,0,0,never
32,technician,married,secondary,no,5560,yes,yes,cellular,nov,330,3,0,0,never
30,technician,married,secondary,no,371,no,no,cellular,aug,124,2,0,0,never
46,technician,married,secondary,no,0,no,no,cellular,aug,132,2,0,0,never
45,services,single,secondary,no,-688,no,yes,cellular,jul,106,1,0,0,never
27,student,single,secondary,no,1566,no,no,cellular,jan,164,5,0,0,never
26,technician,single,secondary,no,-211,yes,no,,may,164,3,0,0,never
50,services,married,secondary,yes,892,yes,no,cellular,jul,189,1,0,0,never
48,management,married,tertiary,no,408,yes,no,cellular,apr,132,1,0,0,never
59,retired,married,primary,no,3079,no,no,telephone,jul,19,2,0,0,never
38,housemaid,married,secondary,no,634,no,no,,jun,105,4,0,0,never
36,management,single,tertiary,no,10773,yes,no,cellular,may,89,1,0,0,never
37,blue-collar,married,,no,444,no,no,cellular,oct,143,1,9,0,contacted
67,retired,married,secondary,no,1146,no,no,cellular,aug,187,2,0,0,never
30,blue-collar,divorced,secondary,no,-209,yes,no,,may,188,2,0,0,never
27,management,single,tertiary,no,446,no,no,cellular,jun,205,3,0,0,never
32,management,single,tertiary,no,0,yes,no,cellular,apr,415,2,0,0,never
26,admin.,single,secondary,no,1200,no,no,cellular,jan,232,3,0,0,never
27,entrepreneur,single,tertiary,no,0,yes,no,,jun,103,2,0,0,never
35,management,married,secondary,no,724,yes,no,cellular,jul,287,2,1,1,contacted
55,admin.,married,secondary,no,131,yes,no,,may,744,1,0,0,never
64,self-employed,married,tertiary,no,661,no,no,cellular,dec,367,2,2,1,contacted
32,management,single,tertiary,no,28,no,no,cellular,aug,111,2,0,0,never
51,technician,married,tertiary,no,1533,no,no,,jun,242,2,0,0,never
39,admin.,single,secondary,no,1965,yes,no,cellular,may,247,1,0,0,never
41,admin.,married,secondary,no,4320,yes,no,,jun,245,2,0,0,never
41,entrepreneur,married,primary,no,759,yes,no,,jun,79,10,0,0,never
33,management,married,tertiary,no,2308,yes,no,,may,232,2,0,0,never
41,management,married,tertiary,no,102,no,no,cellular,jan,244,1,0,0,never
29,self-employed,single,tertiary,no,270,yes,no,cellular,oct,94,5,11,0,contacted
37,blue-collar,married,primary,no,4997,no,no,,jun,172,2,0,0,never
30,blue-collar,married,primary,no,1,yes,yes,telephone,jul,80,2,0,0,never
43,management,single,tertiary,no,0,no,no,cellular,jun,275,2,1,1,contacted
45,housemaid,divorced,primary,no,413,yes,no,,may,65,1,0,0,never
43,technician,married,tertiary,no,2643,no,no,telephone,may,331,5,0,1,never
39,blue-collar,married,primary,no,315,yes,no,cellular,may,259,3,3,0,contacted
34,services,married,secondary,no,190,yes,no,cellular,may,121,3,0,0,never
55,technician,married,tertiary,no,1097,yes,no,cellular,aug,191,4,0,0,never
57,entrepreneur,married,tertiary,no,234,no,no,cellular,jul,169,2,0,0,never
54,blue-collar,married,secondary,no,688,yes,no,cellular,feb,379,2,0,0,never
58,blue-collar,married,primary,no,47,no,no,cellular,aug,281,2,0,0,never
72,retired,married,primary,no,4657,no,no,cellular,dec,305,3,5,1,contacted
33,blue-collar,married,primary,no,925,no,no,cellular,nov,884,3,0,0,never
59,retired,divorced,primary,no,121,yes,no,,may,144,7,0,0,never
59,services,married,secondary,no,33,yes,no,cellular,may,138,1,0,0,never
63,,married,secondary,no,556,no,no,cellular,jul,122,4,0,0,never
36,admin.,married,secondary,no,176,yes,no,,may,111,1,0,0,never
27,management,married,tertiary,no,893,no,no,cellular,oct,154,2,0,1,never
56,blue-collar,married,secondary,no,813,yes,yes,,jul,71,1,0,0,never
63,technician,married,secondary,no,896,yes,no,cellular,jan,115,3,4,0,contacted
45,management,married,tertiary,no,0,no,no,cellular,nov,179,2,0,0,never
52,management,married,tertiary,no,1339,yes,no,cellular,aug,343,5,0,0,never
52,,married,primary,no,547,no,no,,jun,33,2,0,0,never
39,admin.,divorced,tertiary,no,1087,no,yes,cellular,jul,85,2,0,0,never
39,management,married,tertiary,no,0,yes,yes,,may,107,2,0,0,never
28,admin.,single,secondary,no,4745,no,no,telephone,may,360,1,5,1,contacted
49,admin.,married,secondary,no,0,yes,no,cellular,nov,201,1,0,0,never
54,services,divorced,secondary,no,43,no,yes,cellular,nov,289,1,0,0,never
56,management,divorced,tertiary,no,2037,no,no,cellular,aug,318,1,6,1,contacted
32,management,married,secondary,no,6217,yes,yes,,may,486,2,0,0,never
34,unemployed,married,tertiary,no,473,no,no,cellular,aug,94,11,0,0,never
28,management,single,tertiary,no,890,yes,no,cellular,sep,201,1,0,1,never
35,entrepreneur,married,tertiary,no,280,yes,no,,may,502,1,0,0,never
52,admin.,married,primary,no,2390,no,yes,cellular,nov,216,2,0,0,never
46,management,married,primary,no,3229,yes,no,cellular,apr,1550,1,0,1,never
34,technician,single,tertiary,no,82,no,no,cellular,aug,292,4,0,0,never
53,blue-collar,married,secondary,no,314,yes,no,,may,184,2,0,0,never
39,blue-collar,married,primary,no,1005,no,no,,jun,158,2,0,0,never
43,services,married,secondary,no,823,yes,no,,may,293,3,0,0,never
32,housemaid,married,primary,no,67,yes,no,cellular,jul,95,4,0,0,never
39,admin.,divorced,secondary,no,160,yes,no,cellular,aug,156,1,0,0,never
35,management,married,tertiary,no,1684,yes,no,cellular,aug,39,8,0,0,never
40,blue-collar,married,primary,no,2562,yes,no,,may,487,4,0,0,never
58,blue-collar,married,primary,no,226,yes,yes,cellular,may,135,3,0,0,never
42,technician,married,,no,1559,no,no,cellular,apr,368,1,0,1,never
38,admin.,single,secondary,no,-211,no,yes,cellular,jul,166,2,0,0,never
31,blue-collar,married,secondary,no,-720,yes,yes,,may,112,2,0,0,never
40,management,married,tertiary,no,89,yes,yes,telephone,feb,148,6,0,0,never
31,entrepreneur,married,secondary,no,15,no,yes,cellular,jan,190,2,0,0,never
37,blue-collar,married,primary,no,2120,yes,no,cellular,may,655,3,4,1,contacted
45,services,married,secondary,no,27,yes,yes,cellular,jul,43,2,0,0,never
41,services,divorced,secondary,no,1838,yes,yes,telephone,jul,242,4,0,0,never
35,unemployed,single,primary,no,-17,no,no,cellular,jan,100,1,0,0,never
81,retired,divorced,primary,no,519,no,no,telephone,sep,488,1,0,0,never
55,technician,divorced,secondary,no,852,no,no,cellular,aug,83,6,0,0,never
41,management,married,tertiary,no,20,yes,no,cellular,nov,99,1,2,0,contacted
27,student,single,tertiary,no,5169,yes,no,cellular,sep,431,1,3,1,contacted
29,admin.,married,secondary,no,453,yes,no,cellular,jul,384,4,0,0,never
59,blue-collar,married,primary,no,2814,no,no,,jun,81,3,0,0,never
31,admin.,single,secondary,no,4198,no,no,cellular,nov,234,1,0,1,never
49,admin.,married,secondary,no,2732,no,no,,jun,558,1,0,0,never
46,management,married,,no,638,yes,no,cellular,jan,68,1,0,0,never
56,services,divorced,secondary,no,140,no,no,cellular,jul,173,1,0,0,never
32,management,single,tertiary,no,656,yes,yes,cellular,apr,148,2,0,0,never
31,technician,single,secondary,no,775,no,no,cellular,feb,361,1,0,0,never
39,services,married,secondary,no,247,yes,no,cellular,apr,244,2,0,0,never
30,unemployed,single,secondary,no,8304,no,no,cellular,apr,245,1,0,0,never
49,management,single,tertiary,no,1,yes,no,,jun,59,3,0,0,never
27,blue-collar,single,secondary,no,14,no,no,,may,72,2,0,0,never
27,entrepreneur,single,tertiary,no,6,no,no,cellular,jul,143,2,0,0,never
40,housemaid,married,secondary,no,116,no,no,cellular,aug,1099,4,0,0,never
44,management,married,secondary,no,576,yes,no,,may,128,3,0,0,never
41,services,married,secondary,no,96,yes,no,,may,136,2,0,0,never
34,technician,single,secondary,no,513,yes,no,cellular,may,165,3,5,0,contacted
34,technician,married,secondary,no,1026,no,no,cellular,nov,319,1,6,0,contacted
55,technician,married,tertiary,no,639,yes,no,telephone,may,992,5,3,0,contacted
44,services,married,secondary,no,0,yes,yes,,may,471,2,0,0,never
37,management,married,tertiary,no,1352,no,no,cellular,jun,93,1,1,0,contacted
35,services,married,tertiary,no,6,yes,yes,cellular,apr,316,2,0,0,never
34,technician,single,tertiary,no,783,no,no,cellular,jul,281,1,0,0,never
25,management,single,tertiary,no,553,yes,no,cellular,sep,113,4,1,0,contacted
61,admin.,divorced,secondary,no,4519,no,no,cellular,sep,145,1,11,0,contacted
47,management,married,tertiary,no,0,no,no,cellular,aug,491,1,0,0,never
31,management,single,tertiary,no,357,yes,no,,may,77,3,0,0,never
36,blue-collar,married,secondary,no,2848,yes,no,cellular,nov,265,3,0,0,never
34,services,married,secondary,no,382,yes,yes,cellular,feb,494,2,7,0,contacted
36,technician,single,tertiary,no,4644,no,no,cellular,aug,29,12,0,0,never
41,management,single,tertiary,no,-24,yes,no,cellular,feb,437,1,0,0,never
36,blue-collar,married,primary,no,272,no,no,,jun,222,2,0,0,never
50,admin.,divorced,secondary,no,-194,yes,no,cellular,apr,238,2,0,0,never
55,management,married,tertiary,no,6880,no,no,cellular,aug,353,2,0,0,never
28,blue-collar,single,primary,no,0,yes,yes,,jun,380,4,0,0,never
40,management,single,tertiary,no,383,yes,no,,jun,106,5,0,0,never
37,self-employed,married,secondary,yes,0,no,yes,cellular,jul,320,1,0,0,never
53,housemaid,married,primary,no,2581,no,no,cellular,oct,828,1,1,1,contacted
47,admin.,married,secondary,no,257,yes,no,,may,484,11,0,0,never
41,admin.,divorced,secondary,no,0,no,yes,cellular,jul,400,2,0,0,never
41,blue-collar,married,primary,no,7735,yes,no,,may,240,1,0,0,never
25,blue-collar,single,secondary,no,330,yes,no,,jun,605,1,0,0,never
53,blue-collar,married,secondary,no,813,yes,no,,may,23,16,0,0,never
34,management,single,tertiary,no,2561,no,no,cellular,dec,554,1,0,0,never
31,management,single,tertiary,no,3295,no,no,cellular,feb,845,2,0,0,never
47,management,married,tertiary,no,2597,no,no,cellular,jul,52,2,0,0,never
31,services,married,secondary,no,-641,yes,yes,,may,296,2,0,0,never
37,management,married,tertiary,no,0,no,no,cellular,sep,155,1,0,0,never
51,services,married,secondary,no,260,no,no,telephone,jul,183,2,0,0,never
28,admin.,single,secondary,no,1448,no,no,cellular,jun,130,5,0,0,never
49,technician,married,secondary,no,4667,yes,no,,may,130,2,0,0,never
34,management,single,tertiary,no,747,no,no,cellular,may,109,1,0,0,never
51,blue-collar,married,secondary,no,0,no,yes,,jul,109,1,0,0,never
37,blue-collar,married,secondary,no,-57,yes,yes,cellular,may,55,5,0,0,never
31,blue-collar,married,secondary,no,-723,yes,no,cellular,jul,112,2,0,0,never
59,management,married,primary,no,120,no,yes,cellular,jul,102,2,0,0,never
31,management,married,tertiary,no,131,no,no,cellular,feb,332,2,0,1,never
43,blue-collar,married,primary,no,2901,yes,no,cellular,apr,179,4,0,0,never
43,entrepreneur,married,secondary,no,860,yes,yes,cellular,jul,131,5,0,0,never
28,unemployed,single,primary,no,1374,no,no,cellular,apr,203,4,0,1,never
38,technician,single,secondary,no,373,yes,no,cellular,jul,404,1,0,0,never
45,unemployed,single,secondary,no,33,no,no,cellular,feb,437,1,0,0,never
37,blue-collar,married,secondary,no,16,yes,no,,may,250,1,0,0,never
59,admin.,married,secondary,no,373,yes,yes,cellular,jul,362,7,0,0,never
24,self-employed,single,tertiary,no,931,yes,no,,may,200,4,0,0,never
45,management,married,tertiary,no,1199,no,no,telephone,feb,221,2,0,0,never
43,services,married,secondary,no,-236,yes,no,cellular,jul,745,7,0,1,never
45,admin.,married,secondary,no,356,no,no,cellular,aug,42,6,0,0,never
35,blue-collar,married,tertiary,no,1016,yes,no,cellular,jul,294,2,0,0,never
47,housemaid,married,primary,no,183,no,no,cellular,aug,144,1,0,0,never
34,technician,married,secondary,no,4,yes,no,,may,644,1,0,0,never
66,retired,married,tertiary,no,525,no,no,telephone,apr,287,1,0,0,never
49,entrepreneur,married,primary,no,5380,yes,no,,jun,98,4,0,0,never
30,management,single,tertiary,no,162,yes,no,,may,186,4,0,0,never
39,blue-collar,single,secondary,no,4143,yes,yes,,jun,21,1,0,0,never
41,housemaid,married,secondary,no,304,no,no,cellular,aug,132,1,0,0,never
33,technician,married,secondary,no,620,no,no,cellular,aug,106,2,0,0,never
25,admin.,single,tertiary,no,11,no,yes,cellular,aug,236,3,0,0,never
36,admin.,divorced,secondary,no,592,no,no,cellular,oct,204,2,5,1,contacted
43,blue-collar,divorced,secondary,no,590,yes,yes,cellular,apr,306,2,0,0,never
48,admin.,married,secondary,no,8,no,yes,cellular,jul,46,1,0,0,never
29,services,single,secondary,no,209,yes,no,cellular,jul,487,7,0,0,never
52,management,married,tertiary,no,1453,no,no,telephone,jul,254,21,0,0,never
36,blue-collar,divorced,primary,no,102,no,no,cellular,feb,306,2,0,0,never
44,blue-collar,married,primary,no,0,no,no,,jun,112,2,0,0,never
60,retired,divorced,tertiary,no,-134,no,no,cellular,may,243,1,4,0,contacted
55,technician,single,secondary,no,1199,no,yes,telephone,aug,91,1,10,0,contacted
42,blue-collar,married,primary,no,807,yes,no,cellular,nov,1057,1,0,1,never
37,management,married,tertiary,no,108,yes,yes,cellular,jun,262,2,0,1,never
53,admin.,married,secondary,no,1815,no,no,cellular,jul,86,6,0,0,never
46,technician,single,tertiary,no,2800,no,no,,jun,47,1,0,0,never
59,services,married,secondary,no,292,no,yes,cellular,jul,246,4,0,0,never
46,technician,divorced,secondary,no,225,no,no,cellular,aug,530,5,0,0,never
54,blue-collar,married,secondary,yes,381,yes,yes,telephone,jul,198,1,0,0,never
36,blue-collar,single,secondary,no,1598,yes,no,cellular,feb,208,1,0,0,never
50,management,married,tertiary,yes,72,no,no,cellular,aug,171,13,0,0,never
54,services,married,secondary,no,2431,yes,no,,may,221,4,0,0,never
31,technician,single,tertiary,no,830,yes,no,cellular,feb,150,3,0,0,never
24,admin.,single,secondary,no,-386,yes,no,cellular,may,180,1,0,0,never
28,admin.,single,,no,2736,no,no,cellular,jul,705,1,0,1,never
28,blue-collar,single,secondary,no,-193,no,no,cellular,jul,580,7,0,0,never
55,management,married,tertiary,no,505,yes,yes,,may,135,2,0,0,never
36,management,single,tertiary,no,3139,no,no,,jun,182,5,0,0,never
51,blue-collar,divorced,primary,no,886,no,no,,jun,167,1,0,0,never
35,blue-collar,married,secondary,no,225,yes,no,cellular,may,160,7,2,0,contacted
21,student,single,secondary,no,39,no,no,cellular,jul,207,2,0,0,never
36,technician,married,secondary,no,480,no,no,cellular,oct,213,1,0,1,never
33,self-employed,single,tertiary,no,1354,yes,no,cellular,nov,130,2,0,0,never
41,management,single,tertiary,no,236,no,no,cellular,aug,72,4,0,0,never
43,blue-collar,married,secondary,no,514,yes,yes,cellular,apr,34,2,0,0,never
34,student,single,,no,86,no,no,cellular,nov,244,2,1,0,contacted
56,blue-collar,married,secondary,no,2190,no,yes,,jun,270,1,0,0,never
29,blue-collar,single,secondary,no,2806,no,no,cellular,oct,294,1,5,0,contacted
29,housemaid,single,secondary,no,4537,yes,no,telephone,may,29,1,0,0,never
34,services,married,secondary,no,334,yes,no,cellular,apr,139,2,1,0,contacted
52,blue-collar,married,secondary,no,409,no,no,cellular,aug,137,2,0,0,never
53,blue-collar,married,secondary,no,3815,no,no,telephone,nov,75,2,3,0,contacted
29,services,single,primary,no,339,no,no,,jul,1576,3,0,1,never
53,management,married,tertiary,no,652,no,no,,jun,91,1,0,0,never
50,admin.,divorced,secondary,yes,-500,yes,no,,may,148,3,0,0,never
30,technician,single,secondary,no,148,yes,yes,cellular,may,115,5,0,0,never
38,technician,single,secondary,no,1711,no,no,telephone,sep,234,1,0,1,never
42,technician,married,tertiary,no,14282,yes,no,cellular,nov,77,1,4,0,contacted
44,blue-collar,married,secondary,no,129,yes,yes,,may,189,2,0,0,never
46,management,single,tertiary,no,0,no,no,cellular,aug,686,2,0,1,never
35,technician,married,secondary,no,2019,yes,yes,cellular,nov,83,2,1,0,contacted
54,housemaid,divorced,secondary,yes,34,no,no,cellular,jul,208,3,0,0,never
36,blue-collar,married,secondary,no,3266,yes,no,cellular,nov,94,1,0,0,never
33,technician,single,secondary,no,390,yes,no,cellular,jul,254,2,0,0,never
36,services,married,,no,-19,no,yes,cellular,jul,185,1,0,0,never
36,unemployed,married,tertiary,no,4145,no,no,,jun,988,4,0,1,never
36,admin.,single,secondary,no,47,no,yes,cellular,jul,36,6,0,0,never
39,blue-collar,single,primary,no,1790,yes,no,,jun,229,6,0,0,never
39,blue-collar,married,secondary,no,459,yes,no,,may,307,2,0,0,never
49,blue-collar,married,secondary,no,165,no,yes,cellular,jul,682,10,0,0,never
38,management,married,secondary,no,242,no,no,cellular,nov,88,2,0,0,never
47,self-employed,married,tertiary,no,917,no,no,cellular,feb,518,3,5,0,contacted
46,admin.,divorced,secondary,no,-454,yes,no,,may,120,1,0,0,never
31,management,single,tertiary,no,796,no,yes,cellular,nov,150,1,0,0,never
39,admin.,single,secondary,no,0,no,yes,,jun,142,1,0,0,never
55,admin.,married,secondary,no,1232,no,no,cellular,aug,97,7,0,0,never
44,admin.,married,secondary,no,10354,no,no,telephone,may,96,1,0,0,never
34,management,married,tertiary,no,1433,no,no,cellular,nov,111,3,3,0,contacted
59,blue-collar,divorced,primary,no,1265,no,yes,cellular,jul,849,1,0,1,never
39,entrepreneur,married,tertiary,no,0,no,no,cellular,jul,70,3,0,0,never
51,services,married,primary,no,0,no,no,cellular,aug,121,2,0,0,never
49,blue-collar,divorced,secondary,no,4177,yes,no,cellular,jul,275,4,0,0,never
66,retired,married,primary,no,206,no,no,cellular,feb,479,1,0,1,never
57,blue-collar,married,,no,4722,yes,no,,jun,121,2,0,0,never
58,retired,married,tertiary,no,-607,no,yes,cellular,jan,145,1,0,0,never
31,technician,married,tertiary,no,1570,yes,no,cellular,mar,277,4,1,1,contacted
69,admin.,married,secondary,no,813,no,no,telephone,sep,237,2,0,0,never
53,blue-collar,married,primary,no,25,yes,no,,may,266,3,0,0,never
37,self-employed,married,tertiary,no,0,no,yes,,jun,202,1,0,0,never
34,blue-collar,married,secondary,no,763,yes,no,,may,99,1,0,0,never
37,blue-collar,married,primary,no,153,no,yes,cellular,jul,15,26,0,0,never
58,retired,married,secondary,no,19,no,yes,cellular,jul,106,3,0,0,never
39,blue-collar,married,secondary,no,661,yes,no,cellular,feb,84,4,4,0,contacted
40,admin.,married,secondary,no,168,yes,no,cellular,may,249,2,1,0,contacted
47,blue-collar,married,secondary,no,1203,yes,no,cellular,apr,239,2,0,0,never
42,admin.,divorced,secondary,no,2129,no,no,cellular,aug,633,1,2,1,contacted
39,management,single,tertiary,no,0,no,no,cellular,may,389,2,0,0,never
43,services,married,secondary,no,861,yes,no,,jun,78,1,0,0,never
36,blue-collar,married,secondary,no,873,yes,no,,jun,44,3,0,0,never
33,blue-collar,married,secondary,no,7048,yes,no,cellular,apr,71,2,0,0,never
28,technician,single,tertiary,no,183,yes,yes,,may,62,2,0,0,never
57,entrepreneur,married,secondary,no,926,no,no,,jun,447,3,0,0,never
26,technician,single,tertiary,no,3628,no,no,cellular,may,151,1,0,0,never
31,blue-collar,married,secondary,no,-617,yes,no,,jun,115,2,0,0,never
58,retired,married,secondary,no,14412,no,no,cellular,nov,297,1,0,0,never
45,technician,married,primary,no,-158,yes,no,cellular,may,317,2,0,0,never
30,management,single,tertiary,no,275,yes,no,cellular,apr,52,2,0,0,never
45,blue-collar,single,secondary,yes,0,no,yes,cellular,jul,154,2,0,0,never
41,blue-collar,married,secondary,no,790,yes,no,cellular,apr,173,1,0,0,never
39,technician,married,secondary,no,8,no,yes,cellular,aug,87,2,0,0,never
54,technician,married,secondary,no,42,no,yes,,jul,389,2,0,0,never
54,technician,married,tertiary,no,876,no,no,cellular,oct,269,3,3,1,contacted
65,management,married,secondary,no,5251,no,no,telephone,apr,226,5,0,0,never
46,self-employed,divorced,tertiary,no,8017,yes,yes,cellular,nov,169,2,0,0,never
29,services,single,secondary,no,166,no,yes,cellular,jul,108,8,0,0,never
32,management,single,tertiary,no,131,yes,no,cellular,aug,112,1,1,0,contacted
42,services,single,tertiary,no,94,yes,no,cellular,may,45,4,0,0,never
59,housemaid,divorced,,no,873,yes,no,,may,152,3,0,0,never
34,blue-collar,single,secondary,no,177,yes,no,,may,500,1,0,0,never
26,self-employed,single,secondary,no,1242,yes,no,cellular,feb,205,2,2,0,contacted
56,blue-collar,married,primary,no,1798,yes,no,,may,228,3,0,0,never
